id,first,last,org,coauthors,title,abstract,type,orgc,name2,org2,orgc2,ID,session,day,order,room,talk_order,time
12,Zhenhua (Iris),Hao Dr,"Department of Agriculture, Fisheries and Forestry",NA,Using atmospheric transport models to predict species incursions in northern Australia,"Predicting the arrival of invasive species is critical for strengthening biosecurity, particularly in regions like northern Australia that are vulnerable to aerial incursions. This ongoing study compares atmospheric modelling with detection patterns from long-term field surveillance to evaluate how different models can be integrated to increase confidence in identifying likely source regions, arrival pathways and periods of elevated risk. We apply three complementary models: HYSPLIT (Hybrid Single-Particle Lagrangian Integrated Trajectory), FLEXPART (FLEXible PARTicle dispersion model), and Lagrangian Coherent Structures (LCS). These models range in complexity - from simulating basic wind trajectories to identifying hidden transport patterns within the atmosphere.
A rich empirical foundation is provided by two decades of fruit fly trapping data collected through the Northern Australia Quarantine Strategy (NAQS) in the Torres Strait. By identifying likely incursion windows for Oriental Fruit Fly (Bactrocera dorsalis) arrivals from Papua New Guinea, we evaluate and compare model performance and gain insights into potential dispersal mechanisms. While model implementation and case analysis are still underway, preliminary results suggest that combining outputs from different models improves the detection and interpretation of likely incursion events.
Future work will focus on integrating these model outputs with additional environmental and biological datasets to produce dynamic risk maps. These maps aim to support NAQS surveillance planning and resource prioritisation. This framework can also be extended to other high-risk species to enhance predictive capacity and improve biosecurity strategies for Australia's north.",poster,DAFF,NA,NA,NA,NA,P5A,2,5,A,1,17
20,Alice,Richardson,Australian National University,"Sumonkanti Das, Ashis Talukder, Mu Li, and Bernard Baffour",Visualisation of multinomial multilevel time-series modelling with application to current smoking status,"In Australia, tobacco smoking has declined overall over the last 25 years, yet substantial disparities exist across age, sex and state. In this talk we will present the results of multilevel multinomial time series modelling to estimate trends in smoking status (current, former and never) across small domains defined by seven age groups, two genders, and eight states and territories from 2001–2022.

The model is developed using ex-smokers as the reference category, as their proportion remains relatively stable over time. Statistically significant random intercepts and random slopes for linear time trends are identified at the state-age-sex level. The spatio-temporal extension of the multinomial multilevel logistic model yields detailed estimates, helping to uncover disparities in the trends of smoking decline. Temporal random effects at the state-sex and age-sex levels also substantially contribute to achieving numerically consistent trend estimates. 

Visualisations of these models are especially important for conveying results in a compelling manner to health researchers and policy makers and program implementation teams. We will discuss the process of arriving at our visualisations using R for this particular application.",poster,ANU,NA,NA,NA,C22,P5A,2,5,A,2,17
24,Yuki,Ohno,Tokyo University of Science,Kouji Tahata,Paired Comparison with Cyclic Dominance: An Extension of the Bradley–Terry Model,"The Bradley–Terry model has become a cornerstone for analyzing paired-comparison data, providing a principled approach to estimating ""strength"" parameters without imposing a latent, continuous ordering on teams, treatments, or evaluators. Its transitivity constraint—each pairwise preference must be consistent with a global ranking—yields excellent performance in many applications, including sports analytics, psychometric scaling, and clinical preference studies. However, empirical datasets sometimes exhibit cyclic dominance, rendering the classical model inadequate and leading to systematic misfit.

Real-world data often display cyclic patterns, resembling a “rock-paper-scissors” dynamic, which can violate the transitivity constraint typically expected in such analyses. To address this issue, we first review important applications of the Bradley-Terry model and highlight instances where non-transitive outcomes occur. Next, we introduce a minimal extension of the model that preserves the original likelihood but adds a single ""cycle-strength"" parameter. This parameter is designed to capture uniform three-way dominance among any trio of outcomes. When the cycle-strength parameter is set to zero, the model reverts to the classical Bradley-Terry framework. Importantly, we demonstrate that our cycle strength corresponds precisely to the quasi-asymmetry measure proposed by Tahata et al. (2004), establishing a clear quantitative relationship between model fit and deviations from transitivity.",poster,Tokyo Science,NA,NA,NA,NA,P5A,2,5,A,3,17
46,Jiajia,Li,Australian National University,Emi Tanaka,Cleaning Text Data with Large Language Models,"Data cleaning – particularly the standardisation and feature extraction from unstructured text – is a time-consuming and often manual process in data science workflows. Traditional methods, such as approximate string matching, lack semantic understanding and still require inefficient, manual corrections. We leverage the transformative potential of large language models (LLMs) to automate these tedious tasks and significantly accelerate data preparation.

We introduce the `emend` R package, which leverages LLMs to perform various data cleaning tasks, including matching categorical variables, reordering ordinal variables, translating languages, and standardising dates and addresses. The package integrates with local LLMs via Ollama as well as cloud-based APIs via the R package ellmer, offering multiple options for using LLMs from different providers. A comprehensive simulation study evaluated emend’s core functionality across 13 LLMs and a baseline string-matching method on real-world datasets of country names, institutional affiliations, and species names. Results demonstrate high accuracy for LLM-based methods in general text standardisation, with GPT-4o-mini and GPT-4o excelling on country names and affiliations, respectively. The `emend` package streamlines data cleaning in R, reducing the need for extensive manual corrections for data analysts. This work highlights LLMs as powerful tools for increasing efficiency of cleaning text data.",poster,ANU,NA,NA,NA,NA,P5A,2,5,A,4,17
51,Xueqi,Ma,Australian National University,"Emi Tanaka, Francis KC Hui, Weihao Li, Quan Vu",ggincerta: An R Package for Uncertainty Visualisation with a Layered Grammar of Graphics,"Uncertainty is inherent in all estimates derived from data. However, when visualising these estimates on spatial maps, uncertainty is often overlooked, leading to decision-making based solely on point estimates. The `Vizumap` R package addresses this gap by integrating both estimates and their uncertainties in areal data, offering four types of visualisations: bivariate choropleth maps, pixel maps, glyph maps, and exceedance probability maps. 

Building upon `Vizumap`, we introduce the `ggincerta` R package, a ground-up reimplementation that recreates all of `Vizumap`’s visualisations, but also provides enhanced functionality, within the layered grammar of graphics framework provided by `ggplot2`. By leveraging `ggplot2`, `ggincerta` seamlessly integrates uncertainty visualisation into users’ existing workflows, employing familiar syntax and conventions. This approach not only enhances accessibility for those already comfortable with `ggplot2`, but also exemplifies how existing systems can be extended to new purposes, rather than developing separate, ad-hoc solutions that require learning additional languages or interfaces.",poster,ANU,NA,NA,NA,NA,P5A,2,5,A,5,17
55,Damian,Collins,NSW DPIRD,Anne Harris,The “Theory of Sampling” (ToS) - have statisticians missed the boat?,"The ""Theory of Sampling"" (ToS) framework originated with chemical engineer Pierre Gy over 50 years ago. It essentially deals with the sampling of materials, particularly soils, composts,and minerals. It enjoys a strong advocacy amongst chemical engineers, geologists and similar professionals. The ToS instructs practitioners to stop and think about the sampling procedure. It encourages them to consider all the sources of variation in the material they wish to sample rather than just choosing to take the most convenient sample such as a “grab sample” from the surface. However, one of its strongest advocates argues that, in order to save on analysis costs, only one “correct” composite sample is necessary. This single sample, deemed to be “representative” of the entire material, is all that is required to characterise a material (Esbenson (2017)). Composting sampling guidelines around the world use the ToS to justify this practice of single sampling. For example, it has currently been recommended in the AS4454 review in Australia (https://www.as4454review.com.au/). However, with only one sample analysed, contributions to measurement uncertainty from either the sampling or analysis processes, cannot be assessed. It is concerning that despite the apparent sophistication of ToS methodology and the breadth of its advocacy network, it perpetuates the scientifically unsound idea of a “representative sample.” .Even the name, “Theory of Sampling”, is a misnomer, suggesting an even broader application than just the sampling of materials. We review the ToS and consider implications to statistical practise and adoption.

Esbenson, K.H. (2017). Sampling: Theory and Practice. Alchemist 85 pages 3–6.
https://www.lbma.org.uk/alchemist/issue-85/sampling-theory-and-practice",poster,DPIRD,NA,NA,NA,NA,P5A,2,5,A,6,17
57,Jun,Tamura,Yokohama City University,"Yusuke Saigusa, Kouji Yamamoto",Evaluating Diagnostic Performance via Bayesian $F_1$ Score Estimation without a Gold Standard,"In clinical medicine, diseases are often diagnosed with high accuracy based on characteristic signs and symptoms. However, the gold standard tests used to confirm diagnoses are frequently invasive, expensive, or impractical for population-level screening. This highlights the importance of developing and validating simple, non-invasive screening tests.
Diagnostic performance is typically evaluated using metrics such as accuracy, sensitivity (Se), specificity (Sp), positive predictive value (PPV), and negative predictive value (NPV). However, when disease prevalence is low or class imbalance exists, accuracy and Sp may not adequately reflect test performance. $F_1$ score, which considers both Se and PPV, has been widely adopted in such settings as a balanced measure of diagnostic ability.
A limitation of the $F_1$ score is its reliance on the true disease status defined by a gold standard. In some fields, however, the disease mechanism may be unclear or the definition of clinical signs ambiguous, making it difficult to define a reliable gold standard. This presents challenges for evaluating diagnostic accuracy using conventional methods.
To address this issue, we propose a Bayesian framework that enables estimation of the $F_1$ score without directly observing gold standard outcomes. The approach uses latent class analysis to estimate unobserved disease status and offers a promising method for assessing test performance in settings where the gold standard is unavailable or uncertain
",poster,Yokohama City University,NA,NA,NA,NA,P5A,2,5,A,7,17
72,Annie,Conway,ANZORRG | ANZDATA | Australia & New Zealand Dialysis and Transplant Registry,Stephen McDonald,Evaluating Remote Monitoring in Automated Peritoneal Dialysis: A Difference-in-Differences Analysis,"During a cholera outbreak in 1850s London, physician John Snow famously traced the source of the outbreak to contaminated water supply. In what could be deemed a ""natural experiment"", he compared cholera mortality rates between areas served by different water companies before and after one company relocated its water intake, using an early form of the method _difference-in-differences_ (DiD).

Recently, DiD has gained renewed popularity in health and epidemiological sciences for testing the effectiveness of technological or policy interventions. However, real-world applications can have complexities such as staggered roll-out of the intervention and heterogeneity between treated units. Additionally, these often involve count outcomes that violate the linear model assumptions underlying existing DiD methods.

In this project I consider the impact of a new technology for automated peritoneal dialysis (APD) that allows patients to be remotely monitored by clinicians as they complete dialysis at home. This new APD cycler was rolled out gradually in PD centres across Australia and New Zealand between 2017 and 2023. Using data from the ANZDATA registry, I assess remote monitoring's impact across PD centres, counting the number of deaths, peritonitis infections and technique failures, comparing before and after the roll-out and between treated and untreated centres.

This analysis employs various DiD methods to overcome the challenges of staggered adoption and heterogeneous effects, to provide an evaluation of remote monitoring's impact on critical patient outcomes.",poster,ANZORRG,NA,NA,NA,NA,P5A,2,5,A,8,17
76,Sam,Rogers,University of Adelaide,Omer Ozturk and Olena Y Kravchuk,Judgement Post-Stratification for Covariate Adjustment in Pairwise Comparisons in Block Designs,"The randomised complete block design (RCBD) remains one of the most widely used experimental designs in agronomy, agriculture, and controlled-environment research. In this study, we introduce a novel post-experimental method, judgement post-stratification, for improving the efficiency of pairwise treatment comparisons using plot-level covariate information. The method operates within the RCBD framework to focus on generalised designs with multiple replications of treatments within blocks. Using simulations based on uniformity trials, we show that when plots can be consistently ranked according to an expected outcome, independent of treatment assignment, this ranking can be used post-hoc to enhance the precision of estimated treatment differences. This approach offers a practical and flexible tool for incorporating auxiliary information into the analysis of block designs without compromising the integrity of the original randomisation.",poster,Adelaide,NA,NA,NA,C54,P5A,2,5,A,9,17
78,George,Manapat,University of the Philippines Diliman,NA,Small Area Estimation of Fertility Rate in the Philippines using DHS and Census Data,"Accurate and timely estimation of fertility indicators at subnational levels is essential for effective health planning, especially in countries with geographically diverse populations and uneven data availability. In the Philippines, while national and regional fertility rates are routinely measured through national surveys such as the Demographic and Health Survey (DHS), local-level estimates, e.g., at the provincial level, remain sparse and unreliable due to limited sample sizes. Using the data from the 2022 Philippine DHS and auxiliary covariates from the 2020 Census of Population and Housing, small area estimates of fertility rate at the provincial level are obtained using a Bayesian hierarchical model accounting for spatial correlation. Preliminary findings show substantial differences in fertility rates between provinces. Some areas, especially in more remote or underserved regions, have much higher fertility than the national average. The results underscore the necessity for area-specific health programs and policies to address the unique demographic challenges of each locality.",poster,University of the Philippines Diliman,NA,NA,NA,NA,P5A,2,5,A,10,17
79,Tomotaka,Momozaki,Tokyo University of Science,NA,Bayesian inference for sparse Gaussian copula graphical model,"We consider Bayesian inference for sparse dependence structures among variables in multivariate mixed data, which consists of both continuous and discrete variables. Traditional graphical modeling approaches often struggle with mixed-type data, as they typically focus on either purely continuous or purely discrete settings. This limitation becomes particularly problematic in high-dimensional scenarios where identifying relevant variable relationships is crucial for interpretability and prediction accuracy. This study proposes a novel Bayesian approach that combines Gaussian copula graphical models with advanced shrinkage priors, including horseshoe priors and double exponential priors. The Gaussian copula framework enables unified modeling of mixed-type variables by transforming them to a common latent Gaussian scale, while shrinkage priors facilitate automatic variable selection by adaptively shrinking irrelevant dependencies toward zero. This combination addresses both the mixed-data challenge and the high-dimensionality issue simultaneously. We develop an efficient posterior sampling algorithm that maintains the positive definiteness of correlation matrices by employing a block Gibbs sampler with hit-and-run algorithm. Our approach utilizes rank information to handle mixed-type data within the copula framework, enabling unified treatment of continuous and discrete variables. The proposed method is particularly valuable for analyzing complex datasets in genomics, economics, and social sciences, where variables of different types naturally co-occur. We present comprehensive evaluation of our method's effectiveness through extensive simulation studies comparing with existing approaches and real data analysis demonstrating practical applicability.",poster,Tokyo Science,NA,NA,NA,NA,P5A,2,5,A,11,17
80,Wataru,Urasaki,"Department of Information Sciences, Tokyo University of Science","Tomoyuki Nakagawa, Jun Tsuchida and Kouji Tahata",Visualization for departures from symmetry with the power-divergence-type measure in square contingency tables,"When the row and column variables consist of the same category in a two-way contingency table, it is called a square contingency table. Such tables often have an association structure concentrated along the main diagonal, making the analysis of symmetric relationships and transitions important. Various models and measures have been proposed to analyze these structures to understand the changes between two variables' behavior at two-time points or cohorts. This is necessary for a detailed investigation of individual categories and their interrelationships, such as shifts in brand preferences. We propose a novel correspondence analysis (CA) framework to evaluate departures from symmetry in square contingency tables with nominal scales, using a power-divergence-type measure. This approach ensures that well-known divergences can also be visualized and, regardless of the divergence used, the CA plot consists of two principal axes with equal contribution rates. Our visualization method enables the magnitude of each category’s departure from symmetry to be assessed by its deviation from the origin, while asymmetric relationships between category pairs can be interpreted through corresponding triangle areas. Importantly, the scaling of the departures from symmetry provided by the measure is independent of sample size, allowing for meaningful comparisons and unification of results across different tables. This standardization supports broader applicability in empirical studies. We also present some considerations from the results of the analysis with actual data. Our framework thus offers an effective tool for studying structural shifts in categorical data.",poster,Tokyo Science,NA,NA,NA,NA,P5A,2,5,A,12,17
89,Jiazhe,Lin,ANU,"Emi Tanaka, Fonti Kar",Performance of Factor Analytic Mixed Models and Plackett–Luce Models for Genotype Ranking in Multi-Environment Trials,"Multi-environment trials are central to plant breeding, providing evaluations of genotype performance across locations and time to capture environmental variability. The resulting data are often heterogeneous and unbalanced, motivating the use of advanced statistical models. The Factor Analytic Linear Mixed Model (FALMM) has become a benchmark approach, offering a parsimonious decomposition of genotype and genotype-by-environment effects and supporting inference on average genotype performance. Alternatively, the Plackett-Luce Model (PLM), originally developed in psychology, allows aggregation of environment-specific rankings into a global ranking that reflects overall genotype performance. We propose a two-stage framework that integrates FALMM and PLM, and through extensive simulation, evaluate conditions under which each method provides optimal inference.",poster,ANU,NA,NA,NA,NA,P5A,2,5,A,13,17
NA,Heather L.,Turner,University of Warwick,NA,Uses of gnm for Generalized (Non)linear Modelling,"The R package {gnm} was designed as a unified interface to fit Generalized Nonlinear Models: _generalized_ to handle responses with restricted range and/or a variance that depends on the mean, and _nonlinear_ to allow the predictor for the mean to be nonlinear in its parameters. This framework covers several models that were proposed in the literature and adopted in practice before {gnm} was released, but used to require a mixed bag of specialised software to fit.

With {gnm} celebrating its 20th birthday this year, it's a good time to review how the package is being used. I'll highlight some of the applications we were aware of when {gnm} was first developed, that remain in common use, and explore more recent applications, particularly in the field of biometrics.

We'll discover one motivation for using {gnm}, is for the ""eliminate"" feature that efficiently estimates stratification parameters. This can be useful even when the predictor is linear, as in the case of using conditional Poisson models to analyse case-crossover studies in epidemiology.  We'll also look at two of the packages that have built on {gnm}. The first, {multgee}, uses {gnm} to fit multiplicative interactions for certain correlation structures when modelling categorical data, with applications in public health, agriculture, and psychology. The second, {VFP}, is a more specialised package that uses {gnm} to model the mean-variance relationship for in-vitro diagnostic assays. 

Through these use cases we'll see how different features of {gnm} can be applied, demonstrating the versatility of this software.",keynote,University of Warwick,NA,NA,NA,NA,W0A,3,0,A,1,9:00
4,Francis KC,Hui,The Australian National University,NA,Scalable finite mixture of regression models for clustering species responses in ecology,"When modeling species assemblages in ecology, clustering species with similar responses to the environment can facilitate a more parsimonious understanding of the assemblage, and improve prediction by borrowing strength across species within the same cluster. One statistical method for achieving the above is species archetype models (SAMs), a type of finite mixture of regression model where species are clustered according to the *shape* of their environmental response. 

In this talk, we introduce approximate and scalable SAMs or asSAMs, which overcomes some of the current computational drawbacks in fitting SAMs. We show how asSAMs promotes fast uncertainty quantification via bootstrapping, along with fast variable selection on archetypal regression coefficients courtesy of a sparsity-inducing penalty. Simulation studies and an application to presence-absence records of over 230 species from the Great Barrier Reef Seabed biodiversity project demonstrate asSAMs can achieve similar to or better estimation, selection, and predictive performance than several existing methods in the literature.",talk,ANU,NA,NA,NA,C13,W1A,3,1,A,1,10:00
62,Wenqi,Zhao,"University of Auckland, Auckland, New Zealand",Dr.Thomas Yee,Elastic Net Regularization for Vector Generalized Linear Models: A Flexible Framework for High-Dimensional Biomedical Data,"We introduce a novel implementation of elastic net regularization for vector generalized linear models (VGLMs), capable of fitting over 100 family functions and designed to support complex, high-dimensional modeling tasks commonly encountered in the biosciences. VGLMs extend classical GLMs by accommodating multivariate and multi-parameter responses, making them particularly well-suited for heterogeneous biomedical data.

Our method integrates sparse estimation techniques—such as lasso, ridge, and their convex combinations—into this broader modeling framework, enhancing model interpretability and stability in high-dimensional settings. The algorithm is implemented in the vglmnet function within the new VGAMplus package for R. It leverages a modified iteratively reweighted least squares (IRLS) procedure, combined with pathwise coordinate descent, Karush-Kuhn-Tucker (KKT) condition checks, and strong rules for variable screening to ensure computational efficiency.

This framework supports a wide range of models beyond the exponential family, including ordinal, categorical, and zero-inflated distributions commonly encountered in fields such as epidemiology, genomics, and clinical research. We illustrate the utility of our approach through comparisons with existing tools (glmnet, ordinalNet, mpath) and apply it to real-world datasets involving survival outcomes, count data, and bivariate binary responses. By uniting the structural flexibility of VGLMs with the benefits of regularization, our method provides a powerful and scalable solution for modern statistical modeling in the biosciences.

",talk,Auckland,NA,NA,NA,C50,W1A,3,1,A,2,10:00
86,Peter,Green,Tadorna Data Science,NA,Fitting Generalised Linear Mixed Models using Sequential Quadratic Programming,"Finding maximum likelihood estimates in generalised linear mixed models (GLMMs) can be difficult due to the often-intractable integral over the random effects. 

Ensuring convergence can be tricky, especially in binomial GLMMs, and often multiple optimisers and settings need to be tried to get satisfactory results. This is exacerbated if you want to use parametric bootstrap for your inference. 

Sequential quadratic programming (SQP) is a method for solving optimisation problems with non-linear constraints. SQP offers an alternative option for maximising the Laplace approximation to the GLMM likelihood, bypassing the need for an inner penalised iterative reweighted least squares (PIRLS) loop. 

This talk discusses the implementation of SQP for GLMMs and compares its performance to other common approaches.",talk,Tadorna Data Science,NA,NA,NA,C64,W1A,3,1,A,3,10:00
33,Clayton,Forknall,Queensland Department of Primary Industries,"Alison Kelly, Yoni Nazarathy and Ari Verbyla",Using a linear mixed model based wavelet transform to model non-smooth trends arising from designed experiments,"The linear mixed model (LMM) representation of the cubic smoothing spline is a powerful tool for modelling smooth trends arising from designed experiments. However, when trends arising from such experiments are non-smooth, meaning that they are characterised by jagged features, spikes and/or regions of rapid change approximating discontinuities, smoothing spline techniques prove ineffective. A technique that has proven useful for the modelling of non-smooth trends is the wavelet transform. Existing methods to incorporate the wavelet transform into the LMM framework are varied, but often share a common limitation; that is, a reliance on classical wavelet approaches that require observations to be equidistant and dyadic ($\log_{2}(n)$ is an integer) in number. More recently, second generation wavelet methods have been developed, which overcome the limiting constraints imposed by classical wavelet approaches, enabling the wavelet transform to be applied to sets of non-equidistant observations, of any number. We present a method for the incorporation of these second generation wavelets, namely second generation B-spline wavelets, into an LMM framework to facilitate the wavelet transform. Furthermore, using the structure implicit in the resulting B-spline wavelet basis, we propose extensions to the LMM framework to enable heterogeneity of the associated wavelet variance across wavelet scales. This provides a new LMM based method which enables the flexible modelling of non-smooth trends arising in the conduct of designed experiments. The proposed method is demonstrated through application to a data set exhibiting non-smooth characteristics, that arises from a designed experiment exploring the proteome of barley malt.",talk,Qld DPI,NA,NA,NA,C30,W1B,3,1,B,1,10:00
38,Braden J.,Thorne,Curtin University,Adam H. Sparks,Functional Data Analysis for the Australian Grains Industry,"When performing statistical analysis on time series data with regular sampling, it is common to apply filtering or windowing methods to reduce the complexity of the task. While this process enables many classical approaches, it inevitably leads to compression of the full information available. An alternative approach is to treat observations as samples of a continuous mathematical function and focus analysis on the curves these functions produce rather than the samples. This is the underlying idea of functional data analysis, a statistical analysis approach that has seen growing attention in recent years. In this talk I will offer an introduction to functional data analysis and detail our exploration of these methods for application to the grains industry across Australia. Specifically, I will present two case studies; estimating charcoal rot prevalence in sixteen years of data from in-paddock soybean experimental trials using weather data, and analysing frost risk in broadacre crops with varying stubble management practices using sensor data.",talk,Curtin,NA,NA,NA,C34,W1B,3,1,B,2,10:00
40,Zhanglong,Cao,"Centre for Crop and Disease Management, Curtin University","Rose Megirian, Matthew Nguyen and Adam Sparks",Bayesian Ordinal Regression for Crop Development and Disease Assessment,"Accurate assessment of crop development and disease severity is essential for informed agronomic decision-making. This study presents a Bayesian framework for analysing ordinal data from field trials, including growth scale progression and disease ranking scores. Using the brms package in R, we applied cumulative logit models to evaluate the effects of sowing depth and treatment combinations on cereal growth stages, measured via the Zadok’s scale, across two Western Australian sites (Merredin and Wickepin). The same framework is being extended to model disease severity scores, demonstrating its versatility across categorical biological measurements.
Our workflow incorporates rigorous model testing and evaluation, including posterior predictive checks and leave-one-out cross-validation (LOO-CV), to ensure robust inference and model fit. Rather than relying on p-values from linear mixed models, the Bayesian approach provides interpretable probabilities of achieving specific growth stages or disease severity levels. This shift enables more nuanced understanding of treatment effects and supports decision-making under uncertainty.",talk,Curtin,NA,NA,NA,C36,W1B,3,1,B,3,10:00
NA,Andrew P.,Robinson,The University of Melbourne,"John Kean, Melissa Welsh, and Kuo-Szu Chiang",Surveillance for counterfactual scenarios of invasive species - why it's useful and a convenient  way to do it.,"The impact of invasive species is affected by a range of factors, many of which can be anticipated in advance – for example, the prevalence of host material, climate suitability, the size of affected agricultural resources, and so on. One factor that cannot be anticipated in advance is the size of the incursion at the time of its detection. Unfortunately, the impact of an incursion is tightly tied to its maturity at detection, ranging from a single seed, for example, to a 50,000 hectare infestation of plants. 

We propose a simple probability model for the detection of an invasive species that can either capture or integrate out the consequent uncertainty of the maturity of the incursion. We represent the relationship between surveillance and the detection of the organism using survival analysis: the detection of the incursion is analogous to the survival event; it is a binary occurrence that happens at some point in time, and once it has happened it does not happen again.

Under such a model, we can connect the distribution of the size of the infestation at the time to detection to the probability of detecting the incursion given that it has not already been detected, namely, the hazard function. For example, a popular model for the detection of an incursion of size x with number of traps t and probability of detecting a single pest $p$ is:

$h(x,t,p) = 1 - (1 - p)^{tx}$ 

Algebra leads us to a size-at-detection pdf.  Other corrections are also applied as needed. The outcome is a pdf that is a function of process parameters, enabling straightforward assessment of different surveillance choices. Parameter estimates for the distribution can be derived from first principles, field experiments, or expert elicitation.

In this presentation we will derive and demonstrate the use of the survival-based incursion size at detection pdf and discuss its implications and challenges.",invited,UMelb,NA,NA,NA,I1,W2A,3,2,A,1,11.15
NA,Mahdi,Parsa,"Department of Agriculture, Fisheries and Forestry",NA,Optimal allocation of resources between control and surveillance for complex eradication scenarios,"Effective eradication of invasive species over large areas requires strategic
allocation of resources between control measures and surveillance activities. This study
presents an analytical Bayesian framework that integrates stochastic modelling and explicit
measures of uncertainty to guide decisions in complex eradication scenarios. By applying
Shannon entropy to quantify uncertainty and incorporating the expected value of perfect
information (EVPI), the framework identifies conditions under which investment into control
or surveillance becomes worthwhile. Findings show that strategies which hedge against
uncertainty can markedly improve the robustness of eradication outcomes with only marginal increases in expected costs. This approach offers practical tools for designing more cost-effective and reliable eradication programs and for prioritising data collection to reduce uncertainty where it has the greatest impact.",invited,DAFF,Belinda Parsa,"Department of Agriculture, Fisheries and Forestry",DAFF,I3,W2A,3,2,A,2,11.15
NA,Sumonkanti,Das,Australian National University,NA,Inferring the rate of undetected contamination using random effects modelling of biosecurity screening histories,"Group testing plays a vital role in biosecurity operations worldwide, particularly in minimising the risk of introducing exotic pests, contaminants, and pathogens through imported agricultural products. A common screening strategy involves pooling items from consignments and testing each group for contamination presence, with consignments typically rejected if any group tests positive. Although screening designs often target a high probability of detection assuming a fixed minimum prevalence, analysing the historical results of these tests to infer the extent of contamination in non-rejected consignments (referred to as leakage) is less common.

This study advances censored beta-binomial (BB) models to address contamination risk in frozen seafood imports into Australia, incorporating imperfect tests. Motivated by the characteristics of our case study, we develop a new class of BB models that impose a minimum positive consignment propensity threshold, capturing scenarios where contamination is either absent or exceeds a known minimum level. To fit these models, we propose a Metropolis-Hastings (MH) algorithm conditioned on prior distributions for sensitivity and specificity, allowing efficient estimation of quantities related to contamination levels. We analyse historical testing data under multiple scenarios using the proposed MH algorithm, yielding novel insights into both contamination risk and leakage.

Finally, we use model-based simulations to communicate risk levels, providing key insights into potential undetected contamination.",invited,ANU,Robert Das,Australian National University,ANU,I8,W2A,3,2,A,3,11.15
NA,Raphael,Trouve,The University of Melbourne,NA,Optimal sampling in border biosecurity: Application to skip-lot sampling,"Border biosecurity faces mounting pressure from increasing global trade, requiring cost-effective inspection strategies to reduce the risk of importing pest and diseases. Current international standards recommend inspecting all incoming consignments (full census) with fixed sample sizes (e.g., 600 units) for high-risk pathways, but this may be overkill for lower-risk pathways with established compliance records. When should agencies use skip-lot sampling (SLS, sometimes called continuous sampling plan), which adaptively reduces inspections based on recent compliance history, over full census inspection?

We developed a propagule pressure equation for SLS in overdispersed pathways and used Lagrange multipliers to derive a solution. Results show the choice depends on pathway overdispersion, sampling costs, and budget constraints. Optimal sample sizes are typically smaller than current recommendations, with better returns from inspecting a larger proportion of consignments rather than larger samples per consignment. This framework provides biosecurity agencies with data-driven guidance for implementing adaptive sampling strategies.",invited,UMelb,NA,NA,NA,I10,W2A,3,2,A,4,11.15
25,David I.,Warton,UNSW Sydney,Victor Tsang,Estimating extinction time from the fossil record using regression inversion,"An important problem in palaeoecology is estimating the extinction or invasion time of a species from the fossil record - whether because this is of interest in and of itself, or in order to understand the causes of extinctions and invasions, for which we need to know when they actually happened. There are two main sources of error to contend with - sampling error (because the last time you see a species need not be the last time it was there) and measurement error (dating specimens, usually well known). The paleobiology literature typically ignores one or other of these sources of error, leading to bias and underestimation of uncertainty to an extent that is often qualitatively important. 

The problem is surprisingly difficult to address statistically, because while standard regularity conditions are technically satisfied, we are typically close to a boundary where they break down, and hence standard asymptotic approaches to inference typically perform poorly in practice. We propose using a novel method, which we call regression inversion, for exact inference, and we apply this technique to a compound uniform-truncated t (CUTT) model for fossil data. We show via simulation that this approach leads to unbiased estimators, and accurate interval inference, in contrast to its competitors. We show how to check the CUTT assumption visually, and provide software to apply all of the above in the reginv package.",talk,UNSW,NA,NA,NA,C3,W2B,3,2,B,1,11.15
28,Paul,Kabaila,La Trobe University,NA,The performance of Yu and Hoff's confidence intervals for treatment means in a one-way layout,"Consider a one-way layout and suppose that we have uncertain prior information that the treatment population means are equal or close to equal. Yu & Hoff (2018) extended the ""tail method"" for finding a confidence interval for a scalar parameter of interest that has (a) specified coverage probability and (b) relatively small expected length when this parameter takes values in some given set. They used this extension to find confidence intervals for these treatment means that have (a) specified coverage probability individually and (b) relatively small expected lengths when this uncertain prior information happens to be correct. They assessed the expected lengths of these confidence intervals, over the whole parameter space, using a semi-Bayesian analysis. I describe a revealing alternative assessment of these expected lengths using a fully frequentist analysis.

Yu, C. & Hoff, P. (2018) Adaptive multigroup confidence intervals with coverage. *Biometrika*, 105, 319-335.",talk,La Trobe,NA,NA,NA,C27,W2B,3,2,B,2,11.15
58,Michael,Stewart,The University of Sydney,Qikun Chen,Rate-optimal sparse gamma scale mixture detection,"We consider a model where observations from a known gamma distribution are possibly contaminated by observations from another gamma distribution with the same shape but a different mean. Such a model has been considered for times between neurotransmitter releases based on a Markov chain with amalgamated indistinguishable states. We focus on the case where the contaminating component occurs rarely, the so-called sparse gamma scale mixture detection problem. Due to the irregularity of such models theoretical results concerning detectability bounds are non-standard. Nonetheless in recent years a body of theory has been developed which covers the case when the mean of the unknown contaminating component is smaller than the null mean, but not when it is larger. We present some recent results filling this gap in the literature. In particular we describe a test which attains the optimal rate of convergence in various local alternative scenarios which is a Bonferroni-type test combining three different tests.",talk,USYD,NA,NA,NA,C48,W2B,3,2,B,3,11.15
